"Parent","Asset","District","County","Owner"
"District 4 - Scott","M0682","04 - District 4","127 - Scott","01 - State Highway Agency"
"District 4 - Scott","M0683","04 - District 4","127 - Scott","01 - State Highway Agency"
"District 4 - Scott","M0687","04 - District 4","127 - Scott","01 - State Highway Agency"
"District 8 - Yell","M0694","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0695","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0702","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0703","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","M0704","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 3 - Lafayette","M0709","03 - District 3","073 - Lafayette","01 - State Highway Agency"
"District 3 - Lafayette","M0710","03 - District 3","073 - Lafayette","01 - State Highway Agency"
"District 3 - Lafayette","M0711","03 - District 3","073 - Lafayette","01 - State Highway Agency"
"District 3 - Lafayette","M0712","03 - District 3","073 - Lafayette","01 - State Highway Agency"
"District 3 - Lafayette","M0713","03 - District 3","073 - Lafayette","01 - State Highway Agency"
"District 3 - Lafayette","M0714","03 - District 3","073 - Lafayette","01 - State Highway Agency"
"District 3 - Hempstead","M0717","03 - District 3","057 - Hempstead","01 - State Highway Agency"
"District 3 - Pike","M0719","03 - District 3","109 - Pike","01 - State Highway Agency"
"District 2 - Jefferson","M0720","02 - District 2","069 - Jefferson","01 - State Highway Agency"
"District 2 - Jefferson","M0723","02 - District 2","069 - Jefferson","01 - State Highway Agency"
"District 2 - Jefferson","M0724","02 - District 2","069 - Jefferson","01 - State Highway Agency"
"District 6 - Lonoke","M0725","06 - District 6","085 - Lonoke","01 - State Highway Agency"
"District 5 - White","M0729","05 - District 5","145 - White","01 - State Highway Agency"
"District 3 - Hempstead","M0745","03 - District 3","057 - Hempstead","01 - State Highway Agency"
"District 3 - Hempstead","M0746","03 - District 3","057 - Hempstead","01 - State Highway Agency"
"District 3 - Nevada","M0747","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0748","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 2 - Arkansas","M0754","02 - District 2","001 - Arkansas","01 - State Highway Agency"
"District 6 - Prairie","M0756","06 - District 6","117 - Prairie","01 - State Highway Agency"
"District 6 - Prairie","M0757","06 - District 6","117 - Prairie","01 - State Highway Agency"
"District 1 - Woodruff","M0759","01 - District 1","147 - Woodruff","01 - State Highway Agency"
"District 1 - Woodruff","M0764","01 - District 1","147 - Woodruff","01 - State Highway Agency"
"District 1 - Woodruff","M0767","01 - District 1","147 - Woodruff","01 - State Highway Agency"
"District 10 - Greene","M0774","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 10 - Greene","M0775","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 10 - Greene","M0779","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 6 - Saline","M0787","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 6 - Saline","M0788","06 - District 6","125 - Saline","01 - State Highway Agency"
"District 7 - Cleveland","M0794","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 7 - Cleveland","M0795","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 7 - Cleveland","M0796","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 7 - Cleveland","M0797","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 7 - Cleveland","M0798","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 7 - Cleveland","M0799","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 7 - Cleveland","M0801","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 7 - Cleveland","M0804","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 2 - Drew","M0806","02 - District 2","043 - Drew","01 - State Highway Agency"
"District 2 - Drew","M0807","02 - District 2","043 - Drew","01 - State Highway Agency"
"District 5 - White","M0814","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0815","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0816","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0817","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0820","05 - District 5","145 - White","01 - State Highway Agency"
"District 5 - White","M0821","05 - District 5","145 - White","01 - State Highway Agency"
"District 1 - Woodruff","M0822","01 - District 1","147 - Woodruff","01 - State Highway Agency"
"District 5 - Jackson","M0823","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","M0825","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","M0829","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","M0830","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","M0831","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Independence","M0833","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 6 - Lonoke","M0834","06 - District 6","085 - Lonoke","01 - State Highway Agency"
"District 6 - Prairie","M0835","06 - District 6","117 - Prairie","01 - State Highway Agency"
"District 1 - Woodruff","M0850","01 - District 1","147 - Woodruff","01 - State Highway Agency"
"District 1 - Monroe","M0856","01 - District 1","095 - Monroe","01 - State Highway Agency"
"District 1 - Monroe","M0857","01 - District 1","095 - Monroe","01 - State Highway Agency"
"District 4 - Franklin","M0861","04 - District 4","047 - Franklin","01 - State Highway Agency"
"District 4 - Franklin","M0864","04 - District 4","047 - Franklin","01 - State Highway Agency"
"District 4 - Franklin","M0865","04 - District 4","047 - Franklin","01 - State Highway Agency"
"District 3 - Sevier","M0867","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Little River","M0878","03 - District 3","081 - Little River","01 - State Highway Agency"
"District 3 - Little River","M0879","03 - District 3","081 - Little River","04 - City or Municipal Highway Agency"
"District 5 - Jackson","M0884","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","M0885","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 1 - Cross","M0886","01 - District 1","037 - Cross","01 - State Highway Agency"
"District 1 - Cross","M0887","01 - District 1","037 - Cross","01 - State Highway Agency"
"District 1 - Crittenden","M0888","01 - District 1","035 - Crittenden","01 - State Highway Agency"
"District 1 - Crittenden","M0894","01 - District 1","035 - Crittenden","27 - Railroad"
"District 9 - Newton","M0897","09 - District 9","101 - Newton","01 - State Highway Agency"
"District 9 - Boone","M0899","09 - District 9","009 - Boone","01 - State Highway Agency"
"District 4 - Sebastian","M0905","04 - District 4","131 - Sebastian","01 - State Highway Agency"
"District 4 - Washington","M0908","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Washington","M0909","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Washington","M0910","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Washington","M0911","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Washington","M0912","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 9 - Madison","M0913","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 2 - Grant","M0915","02 - District 2","053 - Grant","01 - State Highway Agency"
"District 2 - Grant","M0916","02 - District 2","053 - Grant","01 - State Highway Agency"
"District 7 - Dallas","M0917","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0918","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0919","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0920","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","M0921","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 1 - Monroe","M0923","01 - District 1","095 - Monroe","01 - State Highway Agency"
"District 1 - Phillips","M0925","01 - District 1","107 - Phillips","01 - State Highway Agency"
"District 1 - Phillips","M0926","01 - District 1","107 - Phillips","01 - State Highway Agency"
"District 1 - Phillips","M0927","01 - District 1","107 - Phillips","01 - State Highway Agency"
"District 1 - Phillips","M0928","01 - District 1","107 - Phillips","01 - State Highway Agency"
"District 1 - Phillips","M0929","01 - District 1","107 - Phillips","01 - State Highway Agency"
"District 7 - Clark","M0932","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 7 - Clark","M0933","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 7 - Clark","M0945","07 - District 7","019 - Clark","27 - Railroad"
"District 7 - Clark","M0946","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 7 - Clark","M0947","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 6 - Hot Spring","M0949","06 - District 6","059 - Hot Spring","01 - State Highway Agency"
"District 6 - Hot Spring","M0950","06 - District 6","059 - Hot Spring","01 - State Highway Agency"
"District 2 - Ashley","M0978","02 - District 2","003 - Ashley","01 - State Highway Agency"
"District 7 - Clark","M0982","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 7 - Clark","M0983","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 7 - Clark","M0984","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 7 - Clark","M0985","07 - District 7","019 - Clark","01 - State Highway Agency"
"District 3 - Nevada","M0990","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","M0991","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Lafayette","M0992","03 - District 3","073 - Lafayette","01 - State Highway Agency"
"District 3 - Lafayette","M0993","03 - District 3","073 - Lafayette","01 - State Highway Agency"
"District 3 - Lafayette","M0994","03 - District 3","073 - Lafayette","01 - State Highway Agency"
"District 3 - Lafayette","M0996","03 - District 3","073 - Lafayette","01 - State Highway Agency"
"District 3 - Lafayette","M0998","03 - District 3","073 - Lafayette","01 - State Highway Agency"
"District 2 - Lincoln","M1006","02 - District 2","079 - Lincoln","01 - State Highway Agency"
"District 2 - Lincoln","M1010","02 - District 2","079 - Lincoln","01 - State Highway Agency"
"District 2 - Lincoln","M1011","02 - District 2","079 - Lincoln","01 - State Highway Agency"
"District 2 - Lincoln","M1012","02 - District 2","079 - Lincoln","01 - State Highway Agency"
"District 2 - Lincoln","M1013","02 - District 2","079 - Lincoln","01 - State Highway Agency"
"District 2 - Jefferson","M1015","02 - District 2","069 - Jefferson","01 - State Highway Agency"
"District 5 - Izard","M1020","05 - District 5","065 - Izard","01 - State Highway Agency"
"District 5 - Izard","M1021","05 - District 5","065 - Izard","01 - State Highway Agency"
"District 5 - Izard","M1025","05 - District 5","065 - Izard","01 - State Highway Agency"
"District 5 - Izard","M1026","05 - District 5","065 - Izard","01 - State Highway Agency"
"District 5 - Izard","M1027","05 - District 5","065 - Izard","01 - State Highway Agency"
"District 7 - Ouachita","M1035","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M1036","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M1037","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M1039","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","M1040","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 5 - Sharp","M1045","05 - District 5","135 - Sharp","01 - State Highway Agency"
"District 5 - Sharp","M1046","05 - District 5","135 - Sharp","01 - State Highway Agency"
"District 5 - Sharp","M1047","05 - District 5","135 - Sharp","01 - State Highway Agency"
"District 5 - Sharp","M1051","05 - District 5","135 - Sharp","01 - State Highway Agency"
"District 5 - Sharp","M1053","05 - District 5","135 - Sharp","01 - State Highway Agency"
"District 9 - Benton","M1055","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 9 - Benton","M1056","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 9 - Benton","M1057","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 9 - Benton","M1058","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 4 - Washington","M1061","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Washington","M1062","04 - District 4","143 - Washington","01 - State Highway Agency"
"District 4 - Crawford","M1063","04 - District 4","033 - Crawford","01 - State Highway Agency"
"District 4 - Crawford","M1064","04 - District 4","033 - Crawford","01 - State Highway Agency"
"District 4 - Crawford","M1065","04 - District 4","033 - Crawford","01 - State Highway Agency"
"District 4 - Crawford","M1066","04 - District 4","033 - Crawford","01 - State Highway Agency"
"District 8 - Perry","M1075","08 - District 8","105 - Perry","01 - State Highway Agency"
