"Parent","Asset","District","County","Owner"
"District 6 - Pulaski","04033","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 3 - Sevier","04045","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 1 - Cross","04046","01 - District 1","037 - Cross","01 - State Highway Agency"
"District 3 - Sevier","04047","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 3 - Sevier","04048","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Sevier","04049","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Sevier","04050","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 6 - Pulaski","04079","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 1 - Crittenden","04091","01 - District 1","035 - Crittenden","02 - County Highway Agency"
"District 1 - Crittenden","04092","01 - District 1","035 - Crittenden","02 - County Highway Agency"
"District 5 - Izard","04096","05 - District 5","065 - Izard","02 - County Highway Agency"
"District 6 - Saline","04106","06 - District 6","125 - Saline","04 - City or Municipal Highway Agency"
"District 5 - Izard","04107","05 - District 5","065 - Izard","02 - County Highway Agency"
"District 6 - Pulaski","04116","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 7 - Ouachita","04120","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 7 - Ouachita","04121","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 7 - Union","04124","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Columbia","04127","07 - District 7","027 - Columbia","04 - City or Municipal Highway Agency"
"District 4 - Washington","04132","04 - District 4","143 - Washington","02 - County Highway Agency"
"District 6 - Pulaski","04133","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 1 - Crittenden","04138","01 - District 1","035 - Crittenden","02 - County Highway Agency"
"District 3 - Lafayette","04140","03 - District 3","073 - Lafayette","02 - County Highway Agency"
"District 6 - Pulaski","04143","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 8 - Johnson","04145","08 - District 8","071 - Johnson","02 - County Highway Agency"
"District 7 - Ouachita","04151","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 7 - Union","04153","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","04155","07 - District 7","139 - Union","02 - County Highway Agency"
"District 6 - Pulaski","04157","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 6 - Pulaski","04158","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 7 - Union","04159","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","04160","07 - District 7","139 - Union","02 - County Highway Agency"
"District 3 - Sevier","04161","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 3 - Sevier","04162","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 3 - Sevier","04163","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 7 - Union","04168","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Cleveland","04170","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 3 - Sevier","04172","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 7 - Ouachita","04173","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 6 - Pulaski","04177","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 2 - Desha","04183","02 - District 2","041 - Desha","01 - State Highway Agency"
"District 3 - Sevier","04184","03 - District 3","133 - Sevier","04 - City or Municipal Highway Agency"
"District 7 - Ouachita","04185","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 6 - Pulaski","04186","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 1 - Crittenden","04194","01 - District 1","035 - Crittenden","01 - State Highway Agency"
"District 4 - Washington","04195","04 - District 4","143 - Washington","02 - County Highway Agency"
"District 9 - Benton","04196","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 6 - Pulaski","04197","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 6 - Pulaski","04198","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 4 - Washington","04199","04 - District 4","143 - Washington","02 - County Highway Agency"
"District 6 - Pulaski","04200","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 4 - Washington","04201","04 - District 4","143 - Washington","04 - City or Municipal Highway Agency"
"District 7 - Ouachita","04206","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 7 - Ouachita","04207","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 7 - Ouachita","04208","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 2 - Jefferson","04209","02 - District 2","069 - Jefferson","02 - County Highway Agency"
"District 2 - Jefferson","04213","02 - District 2","069 - Jefferson","02 - County Highway Agency"
"District 2 - Chicot","04214","02 - District 2","017 - Chicot","02 - County Highway Agency"
"District 8 - Yell","04215","08 - District 8","149 - Yell","02 - County Highway Agency"
"District 2 - Chicot","04218","02 - District 2","017 - Chicot","02 - County Highway Agency"
"District 2 - Chicot","04219","02 - District 2","017 - Chicot","01 - State Highway Agency"
"District 2 - Chicot","04220","02 - District 2","017 - Chicot","02 - County Highway Agency"
"District 6 - Pulaski","04221","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 6 - Pulaski","04222","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 2 - Arkansas","04223","02 - District 2","001 - Arkansas","01 - State Highway Agency"
"District 1 - Crittenden","04224","01 - District 1","035 - Crittenden","02 - County Highway Agency"
"District 8 - Yell","04225","08 - District 8","149 - Yell","02 - County Highway Agency"
"District 1 - St. Francis","04226","01 - District 1","123 - St. Francis","02 - County Highway Agency"
"District 3 - Pike","04227","03 - District 3","109 - Pike","02 - County Highway Agency"
"District 7 - Ouachita","04229","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 9 - Boone","04230","09 - District 9","009 - Boone","04 - City or Municipal Highway Agency"
"District 9 - Benton","04231","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 8 - Yell","04232","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 7 - Ouachita","04233","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 4 - Washington","04234","04 - District 4","143 - Washington","04 - City or Municipal Highway Agency"
"District 8 - Yell","04235","08 - District 8","149 - Yell","02 - County Highway Agency"
"District 6 - Pulaski","04236","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 7 - Ouachita","04237","07 - District 7","103 - Quachita","01 - State Highway Agency"
"District 10 - Mississippi","04238","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 10 - Mississippi","04239","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 7 - Ouachita","04240","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 7 - Ouachita","04241","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 7 - Ouachita","04242","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 9 - Benton","04243","09 - District 9","007 - Benton","02 - County Highway Agency"
"District 9 - Benton","04244","09 - District 9","007 - Benton","02 - County Highway Agency"
"District 9 - Benton","04245","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 8 - Johnson","04246","08 - District 8","071 - Johnson","01 - State Highway Agency"
"District 7 - Union","04247","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Ouachita","04248","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 6 - Saline","04249","06 - District 6","125 - Saline","02 - County Highway Agency"
"District 7 - Union","04250","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","04252","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","04253","07 - District 7","139 - Union","02 - County Highway Agency"
"District 3 - Sevier","04254","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 3 - Sevier","04255","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 5 - Independence","04256","05 - District 5","063 - Independence","02 - County Highway Agency"
"District 4 - Washington","04257","04 - District 4","143 - Washington","02 - County Highway Agency"
"District 1 - Crittenden","04258","01 - District 1","035 - Crittenden","02 - County Highway Agency"
"District 6 - Pulaski","04259","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 6 - Pulaski","04260","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 5 - White","04261","05 - District 5","145 - White","04 - City or Municipal Highway Agency"
"District 7 - Union","04262","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Union","04263","07 - District 7","139 - Union","02 - County Highway Agency"
"District 1 - Woodruff","04265","01 - District 1","147 - Woodruff","01 - State Highway Agency"
"District 7 - Ouachita","04266","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 7 - Union","04267","07 - District 7","139 - Union","02 - County Highway Agency"
"District 7 - Ouachita","04268","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 4 - Scott","04269","04 - District 4","127 - Scott","02 - County Highway Agency"
"District 4 - Scott","04270","04 - District 4","127 - Scott","02 - County Highway Agency"
"District 6 - Lonoke","04271","06 - District 6","085 - Lonoke","02 - County Highway Agency"
"District 4 - Crawford","04272","04 - District 4","033 - Crawford","02 - County Highway Agency"
"District 3 - Little River","04273","03 - District 3","081 - Little River","02 - County Highway Agency"
"District 1 - Cross","04274","01 - District 1","037 - Cross","02 - County Highway Agency"
"District 10 - Clay","04275","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 10 - Clay","04276","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 10 - Clay","04277","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 10 - Clay","04278","10 - District 10","021 - Clay","02 - County Highway Agency"
"District 1 - Woodruff","04279","01 - District 1","147 - Woodruff","02 - County Highway Agency"
"District 1 - Phillips","04280","01 - District 1","107 - Phillips","02 - County Highway Agency"
"District 7 - Dallas","04281","07 - District 7","039 - Dallas","02 - County Highway Agency"
"District 1 - Phillips","04283","01 - District 1","107 - Phillips","02 - County Highway Agency"
"District 9 - Benton","04284","09 - District 9","007 - Benton","02 - County Highway Agency"
"District 3 - Nevada","04287","03 - District 3","099 - Neveda","02 - County Highway Agency"
"District 3 - Nevada","04288","03 - District 3","099 - Neveda","02 - County Highway Agency"
"District 3 - Nevada","04289","03 - District 3","099 - Neveda","02 - County Highway Agency"
"District 3 - Nevada","04290","03 - District 3","099 - Neveda","02 - County Highway Agency"
"District 3 - Howard","04291","03 - District 3","061 - Howard","02 - County Highway Agency"
"District 1 - Lee","04292","01 - District 1","077 - Lee","02 - County Highway Agency"
"District 1 - Lee","04293","01 - District 1","077 - Lee","02 - County Highway Agency"
"District 1 - Lee","04294","01 - District 1","077 - Lee","02 - County Highway Agency"
"District 1 - Lee","04295","01 - District 1","077 - Lee","02 - County Highway Agency"
"District 8 - Yell","04296","08 - District 8","149 - Yell","02 - County Highway Agency"
"District 8 - Faulkner","04298","08 - District 8","045 - Faulkner","02 - County Highway Agency"
"District 4 - Scott","04299","04 - District 4","127 - Scott","02 - County Highway Agency"
"District 4 - Scott","04300","04 - District 4","127 - Scott","02 - County Highway Agency"
"District 4 - Scott","04301","04 - District 4","127 - Scott","02 - County Highway Agency"
"District 3 - Howard","04302","03 - District 3","061 - Howard","02 - County Highway Agency"
"District 2 - Drew","04303","02 - District 2","043 - Drew","02 - County Highway Agency"
"District 3 - Nevada","04304","03 - District 3","099 - Neveda","02 - County Highway Agency"
"District 3 - Nevada","04305","03 - District 3","099 - Neveda","02 - County Highway Agency"
"District 3 - Little River","04306","03 - District 3","081 - Little River","02 - County Highway Agency"
"District 8 - Faulkner","04307","08 - District 8","045 - Faulkner","02 - County Highway Agency"
"District 3 - Pike","04308","03 - District 3","109 - Pike","02 - County Highway Agency"
"District 5 - Independence","04309","05 - District 5","063 - Independence","02 - County Highway Agency"
"District 5 - Independence","04310","05 - District 5","063 - Independence","02 - County Highway Agency"
"District 4 - Crawford","04311","04 - District 4","033 - Crawford","02 - County Highway Agency"
"District 7 - Union","04312","07 - District 7","139 - Union","02 - County Highway Agency"
"District 10 - Greene","04313","10 - District 10","055 - Greene","04 - City or Municipal Highway Agency"
"District 4 - Sebastian","04314","04 - District 4","131 - Sebastian","02 - County Highway Agency"
"District 9 - Baxter","04315","09 - District 9","005 - Baxter","02 - County Highway Agency"
"District 9 - Benton","04316","09 - District 9","007 - Benton","02 - County Highway Agency"
"District 5 - Izard","04317","05 - District 5","065 - Izard","02 - County Highway Agency"
"District 10 - Mississippi","04318","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 4 - Scott","04319","04 - District 4","127 - Scott","02 - County Highway Agency"
"District 9 - Newton","04320","09 - District 9","101 - Newton","02 - County Highway Agency"
"District 9 - Newton","04321","09 - District 9","101 - Newton","02 - County Highway Agency"
"District 10 - Craighead","04322","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 4 - Polk","04323","04 - District 4","113 - Polk","02 - County Highway Agency"
"District 10 - Lawrence","04324","10 - District 10","075 - Lawerence","04 - City or Municipal Highway Agency"
"District 7 - Calhoun","04325","07 - District 7","013 - Calhoun","02 - County Highway Agency"
"District 7 - Calhoun","04326","07 - District 7","013 - Calhoun","02 - County Highway Agency"
"District 2 - Desha","04328","02 - District 2","041 - Desha","02 - County Highway Agency"
"District 2 - Desha","04329","02 - District 2","041 - Desha","02 - County Highway Agency"
"District 2 - Chicot","04330","02 - District 2","017 - Chicot","02 - County Highway Agency"
"District 4 - Logan","04331","04 - District 4","083 - Logan","02 - County Highway Agency"
"District 1 - Lee","04332","01 - District 1","077 - Lee","02 - County Highway Agency"
"District 2 - Ashley","04333","02 - District 2","003 - Ashley","02 - County Highway Agency"
"District 1 - Lee","04334","01 - District 1","077 - Lee","02 - County Highway Agency"
"District 2 - Arkansas","04335","02 - District 2","001 - Arkansas","02 - County Highway Agency"
"District 4 - Sebastian","04336","04 - District 4","131 - Sebastian","02 - County Highway Agency"
"District 5 - Cleburne","04337","05 - District 5","023 - Cleburne","02 - County Highway Agency"
"District 5 - Cleburne","04338","05 - District 5","023 - Cleburne","02 - County Highway Agency"
"District 4 - Washington","04339","04 - District 4","143 - Washington","02 - County Highway Agency"
"District 6 - Prairie","04340","06 - District 6","117 - Prairie","02 - County Highway Agency"
"District 2 - Grant","04341","02 - District 2","053 - Grant","02 - County Highway Agency"
"District 4 - Logan","04342","04 - District 4","083 - Logan","02 - County Highway Agency"
"District 1 - Monroe","04343","01 - District 1","095 - Monroe","02 - County Highway Agency"
"District 4 - Logan","04344","04 - District 4","083 - Logan","02 - County Highway Agency"
"District 8 - Perry","04345","08 - District 8","105 - Perry","02 - County Highway Agency"
"District 2 - Lincoln","04346","02 - District 2","079 - Lincoln","02 - County Highway Agency"
"District 2 - Lincoln","04347","02 - District 2","079 - Lincoln","02 - County Highway Agency"
"District 6 - Lonoke","04348","06 - District 6","085 - Lonoke","02 - County Highway Agency"
"District 6 - Lonoke","04349","06 - District 6","085 - Lonoke","02 - County Highway Agency"
"District 7 - Clark","04350","07 - District 7","019 - Clark","02 - County Highway Agency"
"District 5 - White","04351","05 - District 5","145 - White","02 - County Highway Agency"
"District 6 - Prairie","04352","06 - District 6","117 - Prairie","02 - County Highway Agency"
"District 6 - Prairie","04353","06 - District 6","117 - Prairie","02 - County Highway Agency"
"District 8 - Montgomery","04354","08 - District 8","097 - Montgomery","02 - County Highway Agency"
"District 8 - Yell","04355","08 - District 8","149 - Yell","02 - County Highway Agency"
"District 10 - Craighead","04356","10 - District 10","031 - Craighead","04 - City or Municipal Highway Agency"
"District 1 - St. Francis","04357","01 - District 1","123 - St. Francis","02 - County Highway Agency"
"District 7 - Union","04358","07 - District 7","139 - Union","02 - County Highway Agency"
"District 3 - Miller","04359","03 - District 3","091 - Miller","02 - County Highway Agency"
"District 6 - Lonoke","04360","06 - District 6","085 - Lonoke","02 - County Highway Agency"
"District 6 - Saline","04361","06 - District 6","125 - Saline","04 - City or Municipal Highway Agency"
"District 8 - Faulkner","04362","08 - District 8","045 - Faulkner","02 - County Highway Agency"
"District 10 - Mississippi","04363","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 2 - Desha","04364","02 - District 2","041 - Desha","02 - County Highway Agency"
"District 1 - Phillips","04365","01 - District 1","107 - Phillips","02 - County Highway Agency"
"District 2 - Drew","04366","02 - District 2","043 - Drew","02 - County Highway Agency"
"District 3 - Pike","04367","03 - District 3","109 - Pike","02 - County Highway Agency"
"District 7 - Calhoun","04368","07 - District 7","013 - Calhoun","02 - County Highway Agency"
"District 9 - Carroll","04369","09 - District 9","015 - Carroll","02 - County Highway Agency"
"District 4 - Scott","04370","04 - District 4","127 - Scott","02 - County Highway Agency"
"District 3 - Little River","04371","03 - District 3","081 - Little River","02 - County Highway Agency"
"District 3 - Little River","04372","03 - District 3","081 - Little River","02 - County Highway Agency"
"District 9 - Benton","04373","09 - District 9","007 - Benton","02 - County Highway Agency"
"District 3 - Sevier","04374","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 4 - Crawford","04375","04 - District 4","033 - Crawford","02 - County Highway Agency"
"District 7 - Ouachita","04376","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 7 - Ouachita","04377","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 5 - Independence","04378","05 - District 5","063 - Independence","02 - County Highway Agency"
"District 1 - Lee","04379","01 - District 1","077 - Lee","02 - County Highway Agency"
"District 10 - Craighead","04380","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 10 - Craighead","04381","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 3 - Howard","04382","03 - District 3","061 - Howard","02 - County Highway Agency"
"District 5 - Jackson","04383","05 - District 5","067 - Jackson","02 - County Highway Agency"
"District 6 - Pulaski","04384","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 8 - Yell","04385","08 - District 8","149 - Yell","02 - County Highway Agency"
"District 8 - Yell","04386","08 - District 8","149 - Yell","02 - County Highway Agency"
"District 3 - Little River","04387","03 - District 3","081 - Little River","02 - County Highway Agency"
"District 4 - Polk","04388","04 - District 4","113 - Polk","02 - County Highway Agency"
"District 8 - Perry","04389","08 - District 8","105 - Perry","02 - County Highway Agency"
"District 7 - Dallas","04390","07 - District 7","039 - Dallas","02 - County Highway Agency"
"District 8 - Perry","04391","08 - District 8","105 - Perry","02 - County Highway Agency"
"District 6 - Pulaski","04392","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 8 - Perry","04393","08 - District 8","105 - Perry","02 - County Highway Agency"
"District 1 - Lee","04394","01 - District 1","077 - Lee","02 - County Highway Agency"
"District 4 - Sebastian","04395","04 - District 4","131 - Sebastian","02 - County Highway Agency"
"District 2 - Arkansas","04397","02 - District 2","001 - Arkansas","02 - County Highway Agency"
"District 1 - St. Francis","04398","01 - District 1","123 - St. Francis","02 - County Highway Agency"
"District 2 - Drew","04399","02 - District 2","043 - Drew","02 - County Highway Agency"
"District 4 - Crawford","04400","04 - District 4","033 - Crawford","02 - County Highway Agency"
"District 8 - Johnson","04401","08 - District 8","071 - Johnson","02 - County Highway Agency"
"District 6 - Lonoke","04402","06 - District 6","085 - Lonoke","02 - County Highway Agency"
"District 10 - Poinsett","04403","10 - District 10","111 - Poinsett","02 - County Highway Agency"
"District 10 - Poinsett","04404","10 - District 10","111 - Poinsett","02 - County Highway Agency"
"District 6 - Hot Spring","04405","06 - District 6","059 - Hot Spring","02 - County Highway Agency"
"District 5 - Independence","04406","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - White","04407","05 - District 5","145 - White","02 - County Highway Agency"
"District 1 - St. Francis","04408","01 - District 1","123 - St. Francis","02 - County Highway Agency"
"District 10 - Greene","04409","10 - District 10","055 - Greene","02 - County Highway Agency"
"District 1 - St. Francis","04410","01 - District 1","123 - St. Francis","02 - County Highway Agency"
"District 2 - Chicot","04411","02 - District 2","017 - Chicot","02 - County Highway Agency"
"District 10 - Poinsett","04412","10 - District 10","111 - Poinsett","02 - County Highway Agency"
"District 4 - Washington","04413","04 - District 4","143 - Washington","02 - County Highway Agency"
"District 9 - Searcy","04414","09 - District 9","129 - Searcy","02 - County Highway Agency"
"District 2 - Jefferson","04415","02 - District 2","069 - Jefferson","02 - County Highway Agency"
"District 7 - Bradley","04416","07 - District 7","011 - Bradley","02 - County Highway Agency"
"District 7 - Bradley","04417","07 - District 7","011 - Bradley","02 - County Highway Agency"
"District 3 - Pike","04418","03 - District 3","109 - Pike","02 - County Highway Agency"
"District 1 - St. Francis","04419","01 - District 1","123 - St. Francis","02 - County Highway Agency"
"District 1 - St. Francis","04420","01 - District 1","123 - St. Francis","02 - County Highway Agency"
"District 1 - Lee","04421","01 - District 1","077 - Lee","02 - County Highway Agency"
"District 1 - Woodruff","04422","01 - District 1","147 - Woodruff","02 - County Highway Agency"
"District 2 - Grant","04423","02 - District 2","053 - Grant","02 - County Highway Agency"
"District 2 - Grant","04424","02 - District 2","053 - Grant","02 - County Highway Agency"
"District 2 - Grant","04425","02 - District 2","053 - Grant","02 - County Highway Agency"
"District 7 - Columbia","04426","07 - District 7","027 - Columbia","02 - County Highway Agency"
"District 7 - Columbia","04427","07 - District 7","027 - Columbia","02 - County Highway Agency"
"District 9 - Carroll","04428","09 - District 9","015 - Carroll","02 - County Highway Agency"
"District 8 - Pope","04429","08 - District 8","115 - Pope","02 - County Highway Agency"
"District 3 - Howard","04430","03 - District 3","061 - Howard","04 - City or Municipal Highway Agency"
"District 7 - Union","04431","07 - District 7","139 - Union","02 - County Highway Agency"
"District 8 - Conway","04432","08 - District 8","029 - Conway","02 - County Highway Agency"
"District 7 - Clark","04433","07 - District 7","019 - Clark","02 - County Highway Agency"
"District 6 - Garland","04434","06 - District 6","051 - Garland","02 - County Highway Agency"
"District 5 - Independence","04435","05 - District 5","063 - Independence","02 - County Highway Agency"
"District 7 - Bradley","04436","07 - District 7","011 - Bradley","02 - County Highway Agency"
"District 3 - Hempstead","04437","03 - District 3","057 - Hempstead","02 - County Highway Agency"
"District 8 - Faulkner","04438","08 - District 8","045 - Faulkner","02 - County Highway Agency"
"District 2 - Grant","04439","02 - District 2","053 - Grant","02 - County Highway Agency"
"District 5 - Cleburne","04440","05 - District 5","023 - Cleburne","02 - County Highway Agency"
"District 4 - Scott","04441","04 - District 4","127 - Scott","02 - County Highway Agency"
"District 1 - Crittenden","04442","01 - District 1","035 - Crittenden","02 - County Highway Agency"
"District 4 - Logan","04443","04 - District 4","083 - Logan","02 - County Highway Agency"
"District 1 - Crittenden","04444","01 - District 1","035 - Crittenden","02 - County Highway Agency"
"District 6 - Pulaski","04445","06 - District 6","119 - Pulaski","02 - County Highway Agency"
"District 1 - Cross","04446","01 - District 1","037 - Cross","02 - County Highway Agency"
"District 2 - Jefferson","04447","02 - District 2","069 - Jefferson","02 - County Highway Agency"
"District 8 - Montgomery","04448","08 - District 8","097 - Montgomery","02 - County Highway Agency"
"District 10 - Mississippi","04449","10 - District 10","093 - Mississippi","02 - County Highway Agency"
"District 1 - Phillips","04450","01 - District 1","107 - Phillips","02 - County Highway Agency"
"District 2 - Lincoln","04451","02 - District 2","079 - Lincoln","02 - County Highway Agency"
"District 5 - Sharp","04452","05 - District 5","135 - Sharp","02 - County Highway Agency"
"District 6 - Saline","04453","06 - District 6","125 - Saline","02 - County Highway Agency"
"District 2 - Drew","04454","02 - District 2","043 - Drew","02 - County Highway Agency"
"District 7 - Ouachita","04455","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 7 - Ouachita","04456","07 - District 7","103 - Quachita","02 - County Highway Agency"
"District 5 - Stone","04457","05 - District 5","137 - Stone","02 - County Highway Agency"
"District 2 - Drew","04458","02 - District 2","043 - Drew","21 - Other State Agencies"
"District 3 - Sevier","04459","03 - District 3","133 - Sevier","04 - City or Municipal Highway Agency"
"District 1 - Woodruff","04460","01 - District 1","147 - Woodruff","02 - County Highway Agency"
"District 1 - St. Francis","04461","01 - District 1","123 - St. Francis","02 - County Highway Agency"
"District 10 - Craighead","04462","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 10 - Craighead","04463","10 - District 10","031 - Craighead","02 - County Highway Agency"
"District 2 - Desha","04464","02 - District 2","041 - Desha","02 - County Highway Agency"
"District 3 - Miller","04465","03 - District 3","091 - Miller","02 - County Highway Agency"
"District 6 - Prairie","04466","06 - District 6","117 - Prairie","02 - County Highway Agency"
"District 8 - Pope","04467","08 - District 8","115 - Pope","02 - County Highway Agency"
"District 7 - Calhoun","04468","07 - District 7","013 - Calhoun","02 - County Highway Agency"
"District 8 - Montgomery","04469","08 - District 8","097 - Montgomery","02 - County Highway Agency"
"District 5 - Izard","04470","05 - District 5","065 - Izard","02 - County Highway Agency"
"District 2 - Desha","04471","02 - District 2","041 - Desha","02 - County Highway Agency"
"District 5 - Izard","04472","05 - District 5","065 - Izard","02 - County Highway Agency"
"District 6 - Saline","04473","06 - District 6","125 - Saline","04 - City or Municipal Highway Agency"
"District 4 - Polk","04474","04 - District 4","113 - Polk","02 - County Highway Agency"
"District 4 - Polk","04475","04 - District 4","113 - Polk","02 - County Highway Agency"
"District 3 - Sevier","04476","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 8 - Conway","04477","08 - District 8","029 - Conway","02 - County Highway Agency"
"District 8 - Conway","04478","08 - District 8","029 - Conway","02 - County Highway Agency"
"District 3 - Howard","04479","03 - District 3","061 - Howard","02 - County Highway Agency"
"District 3 - Howard","04480","03 - District 3","061 - Howard","02 - County Highway Agency"
"District 10 - Lawrence","04481","10 - District 10","075 - Lawerence","02 - County Highway Agency"
"District 8 - Perry","04482","08 - District 8","105 - Perry","02 - County Highway Agency"
"District 6 - Pulaski","04483","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 2 - Arkansas","04484","02 - District 2","001 - Arkansas","02 - County Highway Agency"
"District 10 - Lawrence","04485","10 - District 10","075 - Lawerence","02 - County Highway Agency"
"District 10 - Lawrence","04486","10 - District 10","075 - Lawerence","02 - County Highway Agency"
"District 8 - Conway","04487","08 - District 8","029 - Conway","02 - County Highway Agency"
"District 10 - Lawrence","04488","10 - District 10","075 - Lawerence","02 - County Highway Agency"
"District 5 - Independence","04489","05 - District 5","063 - Independence","02 - County Highway Agency"
"District 3 - Little River","04490","03 - District 3","081 - Little River","02 - County Highway Agency"
"District 7 - Bradley","04491","07 - District 7","011 - Bradley","02 - County Highway Agency"
"District 4 - Polk","04492","04 - District 4","113 - Polk","02 - County Highway Agency"
"District 5 - Izard","04493","05 - District 5","065 - Izard","02 - County Highway Agency"
"District 8 - Yell","04494","08 - District 8","149 - Yell","02 - County Highway Agency"
"District 8 - Yell","04496","08 - District 8","149 - Yell","02 - County Highway Agency"
"District 5 - Independence","04497","05 - District 5","063 - Independence","02 - County Highway Agency"
"District 10 - Lawrence","04498","10 - District 10","075 - Lawerence","02 - County Highway Agency"
"District 3 - Miller","04499","03 - District 3","091 - Miller","02 - County Highway Agency"
"District 8 - Johnson","04500","08 - District 8","071 - Johnson","02 - County Highway Agency"
"District 8 - Faulkner","04501","08 - District 8","045 - Faulkner","02 - County Highway Agency"
"District 1 - Woodruff","04502","01 - District 1","147 - Woodruff","02 - County Highway Agency"
"District 1 - Woodruff","04503","01 - District 1","147 - Woodruff","02 - County Highway Agency"
"District 8 - Van Buren","04504","08 - District 8","141 - Van Buren","02 - County Highway Agency"
"District 8 - Montgomery","04505","08 - District 8","097 - Montgomery","02 - County Highway Agency"
"District 9 - Searcy","04506","09 - District 9","129 - Searcy","02 - County Highway Agency"
"District 5 - Sharp","04507","05 - District 5","135 - Sharp","04 - City or Municipal Highway Agency"
"District 5 - Fulton","04508","05 - District 5","049 - Fulton","02 - County Highway Agency"
"District 4 - Sebastian","04509","04 - District 4","131 - Sebastian","02 - County Highway Agency"
"District 4 - Scott","04510","04 - District 4","127 - Scott","02 - County Highway Agency"
